Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Profit of customer - $Mn,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training859,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.337 , 8.5 , 60 ,70
Training860,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.526 , 8.1 , 52 ,50
Training861,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.348 , 9.8 , 57 ,62
Training862,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.958 , 8.4 , 43 ,66
Training863,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 2.536 , 7.8 , 57 ,49
Training864,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.215 , 5.3 , 52 ,56
Training865,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.614 , 8.0 , 48 ,60
Training866,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 0.538 , 8.2 , 54 ,69
Training867,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.520 , 9.8 , 60 ,53
Training868,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.122 , 8.6 , 28 ,38
Training869,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.312 , 8.5 , 63 ,50
Training870,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 0.919 , 5.5 , 39 ,63
Training871,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.393 , 7.8 , 39 ,67
Training872,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.063 , 6.5 , 49 ,57
Training873,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.983 , 8.1 , 50 ,42
Training874,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.102 , 8.0 , 64 ,62
Training875,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.788 , 9.6 , 42 ,45
Training876,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, (0.351), 8.1 , 50 ,50
Training877,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.105 , 6.2 , 51 ,56
Training878,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.771 , 7.3 , 46 ,79
Training879,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.387 , 8.5 , 50 ,67
Training880,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.501 , 5.3 , 52 ,71
Training881,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.109 , 8.6 , 52 ,66
Training882,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.534 , 9.4 , 54 ,43
Training883,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 2.306 , 8.6 , 47 ,85
Training884,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.559 , 6.6 , 50 ,62
Training885,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.281 , 10.7 , 63 ,60
Training886,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.474 , 8.7 , 39 ,65
Training887,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.583 , 11.9 , 52 ,47
Training888,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.393 , 9.8 , 55 ,40
Training889,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.427 , 6.5 , 55 ,54
Training890,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.411 , 10.6 , 39 ,49
Training891,Lost,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 1.334 , 6.4 , 55 ,59
Training892,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.453 , 7.3 , 75 ,61
Training893,Won,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28, 0.797 , 8.6 , 46 ,52
Training894,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.875 , 5.7 , 64 ,57
Training895,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.509 , 6.0 , 56 ,48
Training896,Won,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, (0.046), 10.2 , 33 ,55
Training897,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.556 , 7.3 , 42 ,76
Training898,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.993 , 8.9 , 44 ,48
Training899,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.355 , 8.0 , 45 ,50
Training900,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.298 , 7.4 , 54 ,45
Training901,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.177 , 7.0 , 39 ,52
Training902,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.646 , 7.0 , 50 ,41
Training903,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.802 , 4.2 , 45 ,49
Training904,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, (0.003), 7.7 , 45 ,58
Training905,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.595 , 8.7 , 45 ,52
Training906,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.408 , 8.5 , 51 ,49
Training907,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.225 , 3.2 , 49 ,74
Training908,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.415 , 11.0 , 40 ,39
Training909,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.167 , 10.6 , 34 ,77
Training910,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.549 , 8.3 , 59 ,65
Training911,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.399 , 8.2 , 42 ,49
Training912,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.194 , 6.4 , 35 ,43
Training913,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.519 , 4.9 , 36 ,73
Training914,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.362 , 7.9 , 54 ,58
Training915,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.611 , 7.2 , 50 ,62
Training916,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.510 , 9.3 , 31 ,60
Training917,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 1.499 , 9.7 , 47 ,49
Training918,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.611 , 7.8 , 59 ,63
Training919,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.520 , 10.0 , 48 ,63
Training920,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 2.306 , 4.9 , 50 ,44
Training921,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, (0.631), 8.9 , 50 ,60
Training922,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.064 , 6.7 , 53 ,58
Training923,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.034 , 6.1 , 61 ,49
Training924,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.306 , 5.8 , 56 ,51
Training925,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.931 , 5.8 , 44 ,65
Training926,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.500 , 7.1 , 61 ,55
Training927,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.093 , 7.5 , 56 ,71
Training928,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.911 , 7.7 , 46 ,57
Training929,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.214 , 9.2 , 49 ,61
Training930,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.496 , 3.3 , 64 ,72
Training931,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.023 , 4.0 , 44 ,60
Training932,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.080 , 12.1 , 37 ,75
Training933,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.337 , 9.7 , 51 ,45
Training934,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.026 , 5.2 , 42 ,59
Training935,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.225 , 8.7 , 56 ,35
Training936,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.280 , 9.5 , 55 ,70
Training937,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.964 , 8.2 , 55 ,60
Training938,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 0.678 , 8.1 , 56 ,33
Training939,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.595 , 7.6 , 47 ,62
Training940,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.919 , 6.4 , 43 ,58
Training941,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, (0.112), 7.1 , 44 ,47
Training942,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.072 , 11.3 , 53 ,43
Training943,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.769 , 9.8 , 40 ,72
Training944,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.049 , 7.0 , 55 ,55
Training945,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.834 , 7.0 , 39 ,63
Training946,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.691 , 10.0 , 52 ,60
Training947,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.868 , 9.4 , 51 ,48
Training948,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.204 , 5.2 , 43 ,54
Training949,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.450 , 10.3 , 45 ,66
Training950,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.534 , 9.3 , 54 ,61
Training951,Lost,Procsys,Security,India,"Procsys,Security,India",44, 2.112 , 7.3 , 40 ,35
Training952,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.196 , 7.8 , 57 ,58
Training953,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.324 , 8.7 , 38 ,37
Training954,Won,Procsys,Security,India,"Procsys,Security,India",44, 1.087 , 6.7 , 51 ,53
Training955,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.437 , 6.0 , 53 ,73
Training956,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.758 , 9.7 , 49 ,52
Training957,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.413 , 9.8 , 68 ,56
Training958,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.624 , 7.3 , 59 ,65
Training959,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.343 , 7.9 , 41 ,67
Training960,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.548 , 6.3 , 33 ,100
Training961,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.612 , 9.1 , 30 ,48
Training962,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.646 , 9.8 , 53 ,62
Training963,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.757 , 7.2 , 71 ,49
Training964,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.189 , 7.3 , 52 ,60
Training965,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.543 , 10.2 , 58 ,64
Training966,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.477 , 4.9 , 57 ,71
Training967,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.122 , 7.6 , 41 ,59
Training968,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.229 , 5.1 , 50 ,60
Training969,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.428 , 13.1 , 53 ,48
Training970,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.621 , 8.3 , 39 ,55
Training971,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.285 , 7.0 , 43 ,58
Training972,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.115 , 8.2 , 69 ,52
Training973,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.971 , 8.1 , 41 ,62
Training974,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.674 , 8.5 , 35 ,61
Training975,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.805 , 9.6 , 53 ,66
Training976,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.436 , 9.4 , 57 ,65
Training977,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.755 , 11.0 , 39 ,69
Training978,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.150 , 8.4 , 68 ,59
Training979,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.358 , 10.1 , 32 ,45
Training980,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.169 , 5.9 , 54 ,85
Training981,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.410 , 9.2 , 50 ,62
Training982,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.994 , 11.6 , 63 ,41
Training983,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.369 , 9.5 , 48 ,62
Training984,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.553 , 6.9 , 55 ,57
Training985,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.427 , 7.4 , 38 ,70
Training986,Lost,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 2.112 , 11.6 , 46 ,40
Training987,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.897 , 8.5 , 57 ,69
Training988,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.063 , 11.5 , 50 ,55
Training989,Won,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28, 1.068 , 5.6 , 60 ,67
Training990,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.405 , 7.8 , 57 ,61
Training991,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.581 , 9.0 , 44 ,72
Training992,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.793 , 8.4 , 32 ,50
Training993,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.809 , 10.0 , 51 ,43
Training994,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.566 , 8.8 , 66 ,50
Training995,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.805 , 8.3 , 65 ,55
Training996,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.994 , 8.7 , 36 ,43
Training997,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.711 , 7.2 , 34 ,51
Training998,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.613 , 8.0 , 64 ,59
Training999,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 0.337 , 10.3 , 52 ,69
Training1000,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.116 , 3.2 , 48 ,51
Training1001,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 2.112 , 10.3 , 29 ,66
Training1002,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.786 , 11.4 , 46 ,50
Training1003,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.616 , 5.6 , 70 ,50
Training1004,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.087 , 10.2 , 46 ,56
Training1005,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.462 , 10.6 , 32 ,54
Training1006,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 0.942 , 6.8 , 65 ,52
Training1007,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.315 , 5.2 , 50 ,68
Training1008,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.090 , 7.3 , 74 ,48
Training1009,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 1.303 , 6.5 , 46 ,56
Training1010,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.318 , 9.7 , 57 ,63
Training1011,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.364 , 6.7 , 50 ,65
Training1012,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 0.902 , 11.4 , 58 ,50
Training1013,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.806 , 5.9 , 60 ,78
Training1014,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.790 , 7.7 , 58 ,45
Training1015,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 2.112 , 7.7 , 46 ,54
Training1016,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.337 , 7.9 , 44 ,69
Training1017,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.073 , 9.7 , 66 ,54
Training1018,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.069 , 4.2 , 61 ,63
Training1019,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.962 , 7.7 , 55 ,63
Training1020,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.696 , 10.8 , 42 ,60
Training1021,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 0.976 , 6.9 , 47 ,61
Training1022,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.287 , 8.0 , 61 ,63
Training1023,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 2.306 , 9.4 , 38 ,66
Training1024,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.106 , 6.7 , 56 ,35
Training1025,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, 0.145 , 9.9 , 52 ,68
Training1026,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.581 , 6.8 , 40 ,55
Training1027,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.812 , 6.0 , 69 ,63
Training1028,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34, 1.472 , 8.4 , 52 ,59
Training1029,Won,Lifesys,Mobility,Canada,"Lifesys,Mobility,Canada",10, 1.433 , 9.4 , 36 ,57
Training1030,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.254 , 5.5 , 56 ,55
Training1031,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 1.010 , 7.0 , 45 ,56
Training1032,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.291 , 8.7 , 49 ,60
Training1033,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.847 , 6.1 , 51 ,60
Training1034,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.587 , 6.5 , 49 ,50
Training1035,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.309 , 5.9 , 54 ,67
Training1036,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.277 , 8.7 , 34 ,59
Training1037,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.359 , 7.4 , 57 ,63
Training1038,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.896 , 6.3 , 63 ,66
Training1039,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.718 , 8.1 , 42 ,69
Training1040,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.998 , 6.0 , 59 ,44
Training1041,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.718 , 6.1 , 50 ,56
Training1042,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, (0.000), 9.3 , 45 ,56
Training1043,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.432 , 7.3 , 38 ,46
Training1044,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.097 , 7.4 , 56 ,63
Training1045,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.211 , 5.7 , 41 ,58
Training1046,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.452 , 10.6 , 59 ,57
Training1047,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 2.306 , 6.1 , 70 ,61
Training1048,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.797 , 5.8 , 46 ,48
Training1049,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 1.182 , 10.0 , 52 ,41
Training1050,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.026 , 7.2 , 59 ,68
Training1051,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.891 , 7.2 , 38 ,77
Training1052,Lost,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28, 2.465 , 8.5 , 44 ,76
Training1053,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.727 , 8.9 , 61 ,55
Training1054,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.455 , 9.8 , 42 ,49
Training1055,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.165 , 7.1 , 57 ,55
Training1056,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.611 , 10.6 , 40 ,78
Training1057,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.512 , 4.1 , 67 ,78
Training1058,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.250 , 10.7 , 57 ,60
Training1059,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.509 , 6.4 , 65 ,60
Training1060,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68, (0.453), 7.6 , 57 ,47
Training1061,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.069 , 5.0 , 61 ,57
Training1062,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.475 , 10.1 , 42 ,65
Training1063,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.570 , 8.4 , 63 ,58
Training1064,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.922 , 5.8 , 62 ,72
Training1065,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.604 , 7.5 , 58 ,73
Training1066,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.737 , 11.7 , 47 ,74
Training1067,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.670 , 10.2 , 58 ,57
Training1068,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.959 , 11.2 , 62 ,51
Training1069,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.288 , 6.1 , 39 ,62
Training1070,Won,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29, 1.431 , 9.2 , 34 ,56
Training1071,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.417 , 10.8 , 43 ,69
Training1072,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.521 , 7.4 , 46 ,100
Training1073,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.794 , 7.9 , 43 ,44
Training1074,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.449 , 8.2 , 53 ,67
Training1075,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.810 , 9.3 , 33 ,70
Training1076,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.993 , 7.0 , 55 ,68
Training1077,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.273 , 8.5 , 45 ,67
Training1078,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.983 , 9.0 , 58 ,35
Training1079,Won,Procsys,Security,India,"Procsys,Security,India",44, 1.201 , 9.4 , 37 ,67
Training1080,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75, 0.757 , 4.9 , 40 ,58
Training1081,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.147 , 10.5 , 64 ,47
Training1082,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.590 , 8.3 , 51 ,66
Training1083,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.847 , 7.5 , 36 ,51
Training1084,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.687 , 7.6 , 52 ,54
Training1085,Won,Procsys,Security,India,"Procsys,Security,India",44, 1.140 , 10.2 , 36 ,72
Training1086,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 2.112 , 8.2 , 33 ,55
Training1087,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.412 , 4.5 , 57 ,50
Training1088,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.329 , 6.8 , 53 ,57
Training1089,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.541 , 13.0 , 47 ,55
Training1090,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.302 , 9.0 , 44 ,49
Training1091,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.628 , 9.6 , 35 ,49
Training1092,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.183 , 6.0 , 49 ,49
Training1093,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.875 , 7.9 , 63 ,52
Training1094,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.531 , 11.7 , 54 ,52
